📡丨央视频道,#genre#
CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw30319478_-185824076/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1668594824&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw185877003_-533945400/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8?icpid=3&RTS=1668594980&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw259647455_-1559913959/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8?icpid=3&RTS=1668595054&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
CCTV14,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw340147088_1594094424/ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8?icpid=3&RTS=1668595134&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw434828587_188325560/ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8?icpid=3&RTS=1668595229&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw456909575_2098882473/ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8?icpid=3&RTS=1668595251&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw483903016_-67353299/ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8?icpid=3&RTS=1668595278&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV1,http://122.96.61.41:9003/hls/1/index.m3u8
CCTV1,http://112.80.247.217:9003/hls/1/index.m3u8
CCTV1,http://157.0.88.107:9003/hls/1/index.m3u8
CCTV1,http://58.240.100.7:9003/hls/1/index.m3u8
CCTV1,http://1.192.82.100:8009/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://122.96.61.41:9003/hls/2/index.m3u8
CCTV2,http://112.80.247.217:9003/hls/2/index.m3u8
CCTV2,http://157.0.88.107:9003/hls/2/index.m3u8
CCTV2,http://58.240.100.7:9003/hls/2/index.m3u8
CCTV2,http://1.192.82.100:8009/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://122.96.61.41:9003/hls/3/index.m3u8
CCTV3,http://112.80.247.217:9003/hls/3/index.m3u8
CCTV3,http://157.0.88.107:9003/hls/3/index.m3u8
CCTV3,http://58.240.100.7:9003/hls/3/index.m3u8
CCTV3,http://1.192.82.100:8009/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://122.96.61.41:9003/hls/4/index.m3u8
CCTV4,http://112.80.247.217:9003/hls/4/index.m3u8
CCTV4,http://157.0.88.107:9003/hls/4/index.m3u8
CCTV4,http://58.240.100.7:9003/hls/4/index.m3u8
CCTV4,http://1.192.82.100:8009/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://122.96.61.41:9003/hls/5/index.m3u8
CCTV5,http://112.80.247.217:9003/hls/5/index.m3u8
CCTV5,http://157.0.88.107:9003/hls/5/index.m3u8
CCTV5,http://58.240.100.7:9003/hls/5/index.m3u8
CCTV5,http://1.192.82.100:8009/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://122.96.61.41:9003/hls/6/index.m3u8
CCTV6,http://112.80.247.217:9003/hls/6/index.m3u8
CCTV6,http://157.0.88.107:9003/hls/6/index.m3u8
CCTV6,http://58.240.100.7:9003/hls/6/index.m3u8
CCTV6,http://1.192.82.100:8009/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://122.96.61.41:9003/hls/7/index.m3u8
CCTV7,http://112.80.247.217:9003/hls/7/index.m3u8
CCTV7,http://157.0.88.107:9003/hls/7/index.m3u8
CCTV7,http://58.240.100.7:9003/hls/7/index.m3u8
CCTV7,http://1.192.82.100:8009/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://122.96.61.41:9003/hls/8/index.m3u8
CCTV8,http://112.80.247.217:9003/hls/8/index.m3u8
CCTV8,http://157.0.88.107:9003/hls/8/index.m3u8
CCTV8,http://58.240.100.7:9003/hls/8/index.m3u8
CCTV8,http://1.192.82.100:8009/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://122.96.61.41:9003/hls/9/index.m3u8
CCTV9,http://112.80.247.217:9003/hls/9/index.m3u8
CCTV9,http://157.0.88.107:9003/hls/9/index.m3u8
CCTV9,http://58.240.100.7:9003/hls/9/index.m3u8
CCTV9,http://1.192.82.100:8009/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://122.96.61.41:9003/hls/10/index.m3u8
CCTV10,http://112.80.247.217:9003/hls/10/index.m3u8
CCTV10,http://157.0.88.107:9003/hls/10/index.m3u8
CCTV10,http://58.240.100.7:9003/hls/10/index.m3u8
CCTV10,http://1.192.82.100:8009/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://122.96.61.41:9003/hls/11/index.m3u8
CCTV11,http://112.80.247.217:9003/hls/11/index.m3u8
CCTV11,http://157.0.88.107:9003/hls/11/index.m3u8
CCTV11,http://58.240.100.7:9003/hls/11/index.m3u8
CCTV11,http://1.192.82.100:8009/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://122.96.61.41:9003/hls/12/index.m3u8
CCTV12,http://112.80.247.217:9003/hls/12/index.m3u8
CCTV12,http://157.0.88.107:9003/hls/12/index.m3u8
CCTV12,http://58.240.100.7:9003/hls/12/index.m3u8
CCTV12,http://1.192.82.100:8009/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://122.96.61.41:9003/hls/13/index.m3u8
CCTV13,http://112.80.247.217:9003/hls/13/index.m3u8
CCTV13,http://157.0.88.107:9003/hls/13/index.m3u8
CCTV13,http://58.240.100.7:9003/hls/13/index.m3u8
CCTV13,http://1.192.82.100:8009/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://122.96.61.41:9003/hls/14/index.m3u8
CCTV14,http://112.80.247.217:9003/hls/14/index.m3u8
CCTV14,http://157.0.88.107:9003/hls/14/index.m3u8
CCTV14,http://58.240.100.7:9003/hls/14/index.m3u8
CCTV14,http://1.192.82.100:8009/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://1.192.82.100:8009/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0



CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260524115042&Channel_ID=0116_2600037000-99000-200300220106125&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=116.128.189.71&SecurityKey=20260524115042&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3863d9be8a59551c3e847f41f008af09
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260524114530&Channel_ID=0116_2600037000-99000-200300220106152&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=116.128.189.26&SecurityKey=20260524114530&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=93aae3f34125915689d2234d3a83f5eb
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260524114448&Channel_ID=0116_2600037000-99000-200300220106151&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=116.128.189.85&SecurityKey=20260524114448&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=466a5be02f3a3ae219b9c9bc7fab6754
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,http://69.30.245.50/live/cctv1.m3u8
CCTV2,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500346945&pid=2028597139&timestamp=20260524113302&Channel_ID=0116_2600037000-99000-200300220106128&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=210.51.27.90&SecurityKey=20260524113302&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a7b317088384f642a9ffb6c4997cdc38
CCTV3,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20260524114948&Channel_ID=0116_2600037000-99000-200300220106126&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=116.128.189.158&SecurityKey=20260524114948&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9b0a3017da559dc4f3a55710c7b415ff
CCTV3,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20260524114923&Channel_ID=0116_2600037000-99000-200300220106125&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=116.128.189.17&SecurityKey=20260524114923&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a4daa9c0dce55f7b5aeb109b4786e40f
CCTV3,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20260524114327&Channel_ID=0116_2600037000-99000-200300220106150&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=116.128.189.77&SecurityKey=20260524114327&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=24409875f5d615b02da460226809f06c
CCTV4,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20260524114236&Channel_ID=0116_2600037000-99000-200300220106148&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=116.128.189.13&SecurityKey=20260524114236&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=26d713649f7bfa2cef5930d5d303d642
CCTV4,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20260524114210&Channel_ID=0116_2600037000-99000-200300220106147&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=116.128.189.97&SecurityKey=20260524114210&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=23042d705a5343dbc98443fb7337f92a
CCTV4,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20260524114019&Channel_ID=0116_2600037000-99000-200300220106143&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=210.51.27.202&SecurityKey=20260524114019&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=bea77c4fb45c9b4173c349161e3b105d
CCTV5,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500516171&pid=2028597139&timestamp=20260524114723&Channel_ID=0116_2600037000-99000-200300220106156&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=116.128.189.175&SecurityKey=20260524114723&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f0fee90485b936db70fe7ffd10303446
CCTV5+,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20260524113925&Channel_ID=0116_2600037000-99000-200300220106141&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=210.51.27.116&SecurityKey=20260524113925&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=df842ad944e3fc096298a6db2fad3434
CCTV6,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260524114655&Channel_ID=0116_2600037000-99000-200300220106155&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=116.128.189.109&SecurityKey=20260524114655&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a17b3e0814d5f239be89ceb17e6f3ee8
CCTV7,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260524114630&Channel_ID=0116_2600037000-99000-200300220106154&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=116.128.189.19&SecurityKey=20260524114630&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3afaa4ec288dc36335e43d84bd256d97
CCTV8,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260524114555&Channel_ID=0116_2600037000-99000-200300220106153&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=116.128.189.211&SecurityKey=20260524114555&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7aed77be199f92822eb12aa27e96222c
CCTV9,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260524113703&Channel_ID=0116_2600037000-99000-200300220106136&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=210.51.27.96&SecurityKey=20260524113703&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1faa74e3d7960551ec40debe4b0b9d3d
CCTV10,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260524113628&Channel_ID=0116_2600037000-99000-200300220106135&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=210.51.27.96&SecurityKey=20260524113628&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0f27edd26ca3e28f45264c8df299cdf2
CCTV11,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260524113544&Channel_ID=0116_2600037000-99000-200300220106134&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=210.51.27.96&SecurityKey=20260524113544&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=81c12b5a0484563719c164e83fa59c43
CCTV12,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260524113516&Channel_ID=0116_2600037000-99000-200300220106133&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=210.51.27.73&SecurityKey=20260524113516&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e469379b91d36d5cb9511f8afd3b12fb
CCTV13,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260524113353&Channel_ID=0116_2600037000-99000-200300220106130&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=210.51.27.90&SecurityKey=20260524113353&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a6c764dd44b16c424480cf5b2642c669
CCTV14,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260524113447&Channel_ID=0116_2600037000-99000-200300220106132&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=210.51.27.73&SecurityKey=20260524113447&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9b3bb984f6ebecb0b5b735c878092806
CCTV15,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260524113419&Channel_ID=0116_2600037000-99000-200300220106131&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=210.51.27.73&SecurityKey=20260524113419&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5140d7f17a87ac78dd15c3ff56a5022a
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=f863b466d46e2ff46401579155d4a125&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260524113328&Channel_ID=0116_2600037000-99000-200300220106129&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=210.51.27.90&SecurityKey=20260524113328&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-9.5.1.2-RELEASE&userid=1834153345&jmhm=f863b466d46e2ff46401579155d4a125&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a4ad5e0a58dce147c1c663f081e373f8





CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
CGTN,http://112.27.235.94:8000/hls/17/index.m3u8


CCTV1,https://www.wmviv.com/iptv/bc2t.php?id=cctv1
CCTV2,https://www.wmviv.com/iptv/bc2t.php?id=cctv2
CCTV3,https://www.wmviv.com/iptv/bc2t.php?id=cctv3
CCTV4,https://www.wmviv.com/iptv/bc2t.php?id=cctv4
CCTV4美洲,https://www.wmviv.com/iptv/bc2t.php?id=cctv4m
CCTV4欧洲,https://www.wmviv.com/iptv/bc2t.php?id=cctv4o
CCTV5,https://www.wmviv.com/iptv/bc2t.php?id=cctv5
